id,temperatureVal,currentVal,vibrationVal,rpmVal,receivedTime,classifier,intClassifier
4460,40.65,0.07,86.01,6249,2016-03-05 13:47:00,load,2
4461,40.57,0.07,77.04,6249,2016-03-05 13:47:00,load,2
4462,40.57,0.07,71.62,6249,2016-03-05 13:47:01,load,2
4463,40.55,0.07,78.88,6237,2016-03-05 13:47:01,load,2
4464,40.53,0.07,66.61,6237,2016-03-05 13:47:02,load,2
4465,40.55,0.07,82.88,6237,2016-03-05 13:47:02,load,2
4466,40.61,0.07,62.76,6246,2016-03-05 13:47:02,load,2
4467,40.63,0.07,81.62,6246,2016-03-05 13:47:03,load,2
4468,40.63,0.07,75.49,6246,2016-03-05 13:47:03,load,2
4469,40.61,0.07,72.52,6240,2016-03-05 13:47:03,load,2
4470,40.65,0.07,84.02,6240,2016-03-05 13:47:04,load,2
4471,40.73,0.07,66.92,6231,2016-03-05 13:47:04,load,2
4472,40.73,0.07,84.35,6231,2016-03-05 13:47:04,load,2
4473,40.75,0.07,64.51,6231,2016-03-05 13:47:05,load,2
4474,40.79,0.07,82.4,6249,2016-03-05 13:47:05,load,2
4475,40.81,0.07,66.57,6249,2016-03-05 13:47:05,load,2
4476,40.79,0.07,76.43,6249,2016-03-05 13:47:06,load,2
4477,40.83,0.07,72.65,6270,2016-03-05 13:47:06,load,2
4478,40.83,0.07,60.24,6270,2016-03-05 13:47:07,load,2
4479,40.83,0.07,75.95,6270,2016-03-05 13:47:07,load,2
4480,40.83,0.07,64.73,6255,2016-03-05 13:47:07,load,2
4481,40.71,0.07,79.3,6255,2016-03-05 13:47:08,load,2
4482,40.63,0.07,73.37,6255,2016-03-05 13:47:08,load,2
4483,40.63,0.07,61.34,6267,2016-03-05 13:47:08,load,2
4484,40.63,0.07,76.28,6267,2016-03-05 13:47:09,load,2
4485,40.61,0.07,56.31,6267,2016-03-05 13:47:09,load,2
4486,40.55,0.07,79.56,6267,2016-03-05 13:47:09,load,2
4487,40.51,0.07,73.67,6267,2016-03-05 13:47:10,load,2
4488,40.45,0.07,73.81,6261,2016-03-05 13:47:10,load,2
4489,40.47,0.07,91.26,6261,2016-03-05 13:47:10,load,2
4490,40.55,0.07,71.27,6261,2016-03-05 13:47:11,load,2
4491,40.55,0.07,91.26,6246,2016-03-05 13:47:11,load,2
4492,40.47,16.35,90.02,3,2016-03-05 13:47:18,load,2
4493,40.53,3.89,75.4,3,2016-03-05 13:47:18,load,2
4494,40.55,1.07,91.13,3,2016-03-05 13:47:19,load,2
4495,40.55,0.61,76.41,1263,2016-03-05 13:47:19,load,2
4496,40.55,0.58,99.84,1263,2016-03-05 13:47:20,load,2
4497,40.57,0.57,84.92,2505,2016-03-05 13:47:20,load,2
4498,40.57,0.56,88.07,2505,2016-03-05 13:47:20,load,2
4499,40.57,0.58,95.42,2505,2016-03-05 13:47:21,load,2
4500,40.57,0.57,76.39,3759,2016-03-05 13:47:21,load,2
4501,40.57,0.58,97.78,3759,2016-03-05 13:47:21,load,2
4502,40.55,0.56,85.38,3759,2016-03-05 13:47:22,load,2
4503,40.55,0.57,91.2,5010,2016-03-05 13:47:22,load,2
4504,40.55,0.57,90.58,5010,2016-03-05 13:47:22,load,2
4505,40.55,0.57,78.57,5010,2016-03-05 13:47:23,load,2
4506,40.53,0.57,100.8,6288,2016-03-05 13:47:23,load,2
4507,40.47,0.56,82.69,6288,2016-03-05 13:47:23,load,2
4508,40.45,0.57,92.88,6288,2016-03-05 13:47:24,load,2
4509,40.45,0.57,91.83,6282,2016-03-05 13:47:24,load,2
4510,40.51,0.56,77.11,6282,2016-03-05 13:47:25,load,2
4511,40.71,0.58,96.51,6297,2016-03-05 13:47:25,load,2
4512,40.61,0.56,70.48,6297,2016-03-05 13:47:25,load,2
4513,40.67,0.58,92.95,6297,2016-03-05 13:47:26,load,2
4514,40.75,0.57,82.58,6282,2016-03-05 13:47:26,load,2
4515,40.81,0.57,78.25,6282,2016-03-05 13:47:26,load,2
4516,40.75,0.58,91.46,6282,2016-03-05 13:47:27,load,2
4517,40.71,0.56,73.19,6282,2016-03-05 13:47:27,load,2
4518,40.65,0.57,96.69,6282,2016-03-05 13:47:27,load,2
4519,40.67,0.57,79.91,6282,2016-03-05 13:47:28,load,2
4520,40.71,0.56,79.76,6249,2016-03-05 13:47:28,load,2
4521,40.83,0.58,88.62,6249,2016-03-05 13:47:28,load,2
4522,40.85,0.56,68.32,6249,2016-03-05 13:47:29,load,2
4523,40.92,0.58,89.18,6252,2016-03-05 13:47:29,load,2
4524,40.89,0.57,72.41,6252,2016-03-05 13:47:30,load,2
4525,40.99,0.57,87.13,6246,2016-03-05 13:47:30,load,2
4526,41.01,0.57,87.61,6246,2016-03-05 13:47:30,load,2
4527,40.93,0.57,70.83,6246,2016-03-05 13:47:31,load,2
4528,40.89,0.58,92.14,6258,2016-03-05 13:47:31,load,2
4529,40.85,0.57,72.19,6258,2016-03-05 13:47:31,load,2
4530,40.75,0.56,88.53,6258,2016-03-05 13:47:32,load,2
4531,40.66,0.58,86.89,6270,2016-03-05 13:47:32,load,2
4532,40.65,0.57,68.6,6270,2016-03-05 13:47:32,load,2
4533,40.63,0.58,91.88,6270,2016-03-05 13:47:33,load,2
4534,40.65,0.57,66.22,6279,2016-03-05 13:47:33,load,2
4535,40.64,0.57,84.33,6279,2016-03-05 13:47:33,load,2
4536,40.73,0.57,80.92,6279,2016-03-05 13:47:34,load,2
4537,40.63,0.57,69.15,6288,2016-03-05 13:47:34,load,2
4538,40.57,0.57,87.74,6288,2016-03-05 13:47:35,load,2
4539,40.59,0.57,65.71,6291,2016-03-05 13:47:35,load,2
4540,40.67,0.57,78.97,6291,2016-03-05 13:47:35,load,2
4541,40.83,0.58,72.21,6291,2016-03-05 13:47:36,load,2
4542,40.99,0.57,61.51,6285,2016-03-05 13:47:36,load,2
4543,41.01,0.58,82.23,6285,2016-03-05 13:47:36,load,2
4544,41.07,0.57,56.24,6285,2016-03-05 13:47:37,load,2
4545,41.07,0.58,78.77,6270,2016-03-05 13:47:37,load,2
4546,41.07,0.57,72.76,6270,2016-03-05 13:47:37,load,2
4547,40.95,0.57,68.8,6270,2016-03-05 13:47:38,load,2
4548,40.91,0.58,83.34,6261,2016-03-05 13:47:38,load,2
4549,40.91,0.56,60.77,6261,2016-03-05 13:47:38,load,2
4550,40.93,0.58,83.45,6261,2016-03-05 13:47:39,load,2
4551,41,0.57,74.55,6243,2016-03-05 13:47:39,load,2
4552,41.03,0.57,80.24,6243,2016-03-05 13:47:40,load,2
4553,41.07,0.58,87.11,6243,2016-03-05 13:47:40,load,2
4554,41.09,0.57,68.34,6243,2016-03-05 13:47:40,load,2
4555,41.09,0.57,86.73,6243,2016-03-05 13:47:41,load,2
4556,41.07,0.57,68.88,6240,2016-03-05 13:47:41,load,2
4557,41.15,0.56,80.26,6240,2016-03-05 13:47:41,load,2
4558,41.15,0.58,77.66,6240,2016-03-05 13:47:42,load,2
4559,41.11,0.57,65.52,6246,2016-03-05 13:47:42,load,2
4560,41.15,0.57,83.63,6246,2016-03-05 13:47:42,load,2
4561,41.21,0.56,61.08,6246,2016-03-05 13:47:43,load,2
4562,41.31,0.58,84.04,6255,2016-03-05 13:47:43,load,2
4563,41.37,0.57,80.19,6255,2016-03-05 13:47:43,load,2
4564,41.45,0.57,74.7,6255,2016-03-05 13:47:44,load,2
4565,41.47,0.5,87.06,6270,2016-03-05 13:47:44,load,2
4566,41.43,0.37,72.08,6270,2016-03-05 13:47:45,load,2
4567,41.45,0.44,85.18,6210,2016-03-05 13:47:45,load,2
4568,41.49,0.48,67.42,6210,2016-03-05 13:47:45,load,2
4569,41.53,0.52,85.75,6210,2016-03-05 13:47:46,load,2
4570,41.63,0.54,76.82,6051,2016-03-05 13:47:46,load,2
4571,41.54,0.54,71.82,6051,2016-03-05 13:47:46,load,2
4572,41.53,0.57,83.17,6051,2016-03-05 13:47:47,load,2
4573,41.53,0.56,66.33,5856,2016-03-05 13:47:47,load,2
4574,41.57,0.57,81.9,5856,2016-03-05 13:47:47,load,2
4575,41.59,0.57,70.87,5856,2016-03-05 13:47:48,load,2
4576,41.59,0.56,76.91,5649,2016-03-05 13:47:48,load,2
4577,41.47,0.58,77.85,5649,2016-03-05 13:47:48,load,2
4578,41.39,0.57,66.39,5649,2016-03-05 13:47:49,load,2
4579,41.39,0.58,81.4,5430,2016-03-05 13:47:49,load,2
4580,41.49,0.57,61.14,5430,2016-03-05 13:47:50,load,2
4581,41.55,0.57,77.09,5280,2016-03-05 13:47:50,load,2
4582,41.59,0.58,72.58,5280,2016-03-05 13:47:50,load,2
4583,41.63,0.46,69.28,5280,2016-03-05 13:47:51,load,2
4584,41.63,0.3,72.14,5223,2016-03-05 13:47:51,load,2
4585,41.67,0.31,65.45,5223,2016-03-05 13:47:51,load,2
4586,41.71,0.4,78.01,5223,2016-03-05 13:47:52,load,2
4587,41.71,0.44,58.91,5034,2016-03-05 13:47:52,load,2
4588,41.67,0.47,75.12,5034,2016-03-05 13:47:52,load,2
4589,41.63,0.5,68.27,5034,2016-03-05 13:47:53,load,2
4590,41.49,0.5,62.93,4767,2016-03-05 13:47:53,load,2
4591,41.54,0.52,73.85,4767,2016-03-05 13:47:53,load,2
4592,41.55,0.51,55.23,4767,2016-03-05 13:47:54,load,2
4593,41.57,0.52,68.73,4482,2016-03-05 13:47:54,load,2
4594,41.71,0.53,65.76,4482,2016-03-05 13:47:55,load,2
4595,41.64,0.53,54.01,4191,2016-03-05 13:47:55,load,2
4596,41.57,0.54,72.41,4191,2016-03-05 13:47:55,load,2
4597,41.57,0.52,54.4,4191,2016-03-05 13:47:56,load,2
4598,41.53,0.52,62.52,3918,2016-03-05 13:47:56,load,2
4599,41.54,0.53,66.3,3918,2016-03-05 13:47:56,load,2
4600,41.55,0.52,48.89,3918,2016-03-05 13:47:57,load,2
4601,41.53,0.53,67.22,3798,2016-03-05 13:47:57,load,2
4602,41.55,0.53,53.77,3798,2016-03-05 13:47:57,load,2
4603,41.56,0.52,58.28,3798,2016-03-05 13:47:58,load,2
4604,41.55,0.53,66.28,3768,2016-03-05 13:47:58,load,2
4605,41.53,0.52,48.78,3768,2016-03-05 13:47:58,load,2
4606,41.55,0.53,66.11,3768,2016-03-05 13:47:59,load,2
4607,41.55,0.53,57.27,3765,2016-03-05 13:47:59,load,2
4608,41.63,0.53,58.43,3765,2016-03-05 13:47:59,load,2
4609,41.67,0.53,68.73,3762,2016-03-05 13:48:00,load,2
4610,41.63,0.53,50.38,3762,2016-03-05 13:48:00,load,2
4611,41.59,0.52,64.75,3762,2016-03-05 13:48:01,load,2
4612,41.57,0.54,59.94,3762,2016-03-05 13:48:01,load,2
4613,41.59,0.52,53.05,3762,2016-03-05 13:48:01,load,2
4614,41.57,0.54,67.16,3762,2016-03-05 13:48:02,load,2
4615,41.56,0.52,49.15,3759,2016-03-05 13:48:02,load,2
4616,41.57,0.53,60.13,3759,2016-03-05 13:48:02,load,2
4617,41.57,0.53,59.7,3759,2016-03-05 13:48:03,load,2
4618,41.55,0.52,46.72,3762,2016-03-05 13:48:03,load,2
4619,41.55,0.53,65.17,3762,2016-03-05 13:48:03,load,2
4620,41.55,0.73,52.67,3762,2016-03-05 13:48:04,load,2
4621,41.55,0.86,51.78,3771,2016-03-05 13:48:04,load,2
4622,41.53,0.85,62.8,3771,2016-03-05 13:48:04,load,2
4623,41.53,0.82,48.47,3771,2016-03-05 13:48:05,load,2
4624,41.53,0.73,65.67,3972,2016-03-05 13:48:05,load,2
4625,41.53,0.69,66.04,3972,2016-03-05 13:48:06,load,2
4626,41.49,0.64,52.94,4362,2016-03-05 13:48:06,load,2
4627,41.49,0.64,72.87,4362,2016-03-05 13:48:06,load,2
4628,41.47,0.61,61.99,4362,2016-03-05 13:48:07,load,2
4629,41.47,0.59,66.59,4794,2016-03-05 13:48:07,load,2
4630,41.49,0.59,71.86,4794,2016-03-05 13:48:07,load,2
4631,41.53,0.58,61.69,4794,2016-03-05 13:48:08,load,2
4632,41.53,0.6,83.91,5229,2016-03-05 13:48:08,load,2
4633,41.53,0.58,68.38,5229,2016-03-05 13:48:08,load,2
4634,41.55,0.59,76.72,5229,2016-03-05 13:48:09,load,2
4635,41.55,0.6,84.83,5661,2016-03-05 13:48:09,load,2
4636,41.55,0.62,73.02,5661,2016-03-05 13:48:09,load,2
4637,41.53,0.65,91.13,5661,2016-03-05 13:48:10,load,2
4638,41.57,0.61,78.62,5931,2016-03-05 13:48:10,load,2
4639,41.55,0.6,82.97,5931,2016-03-05 13:48:11,load,2
4640,41.55,0.6,83.39,6030,2016-03-05 13:48:11,load,2
4641,41.55,0.59,69.23,6030,2016-03-05 13:48:11,load,2
4642,41.57,0.59,86.34,6030,2016-03-05 13:48:12,load,2
4643,41.62,0.58,76.47,6108,2016-03-05 13:48:12,load,2
4644,41.47,0.57,85.53,6108,2016-03-05 13:48:12,load,2
4645,41.47,0.59,85.44,6108,2016-03-05 13:48:13,load,2
4646,41.45,0.57,72.82,6195,2016-03-05 13:48:13,load,2
4647,41.45,0.58,86.73,6195,2016-03-05 13:48:13,load,2
4648,41.45,0.57,70.15,6195,2016-03-05 13:48:14,load,2
4649,41.45,0.59,86.01,6276,2016-03-05 13:48:14,load,2
4650,41.39,0.57,75.69,6276,2016-03-05 13:48:14,load,2
4651,41.36,0.57,75.99,6276,2016-03-05 13:48:15,load,2
4652,41.29,0.58,95.35,6327,2016-03-05 13:48:15,load,2
4653,41.27,0.57,75.6,6327,2016-03-05 13:48:16,load,2
4654,41.17,0.59,96.78,6339,2016-03-05 13:48:16,load,2
4655,41.09,0.56,76.34,6339,2016-03-05 13:48:16,load,2
4656,41.01,0.57,85.27,6339,2016-03-05 13:48:17,load,2
4657,40.97,0.58,82.47,6339,2016-03-05 13:48:17,load,2
4658,40.99,0.57,77.81,6339,2016-03-05 13:48:17,load,2
4659,40.99,0.58,95.66,6339,2016-03-05 13:48:18,load,2
4660,41.11,0.57,71.9,6327,2016-03-05 13:48:18,load,2
4661,41.15,0.57,86.71,6327,2016-03-05 13:48:18,load,2
4662,41.19,0.58,84.92,6327,2016-03-05 13:48:19,load,2
4663,41.22,0.57,73.46,6306,2016-03-05 13:48:19,load,2
4664,41.25,0.58,91.13,6306,2016-03-05 13:48:19,load,2
4665,41.25,0.57,70.13,6306,2016-03-05 13:48:20,load,2
4666,41.29,0.58,91.85,6285,2016-03-05 13:48:20,load,2
4667,41.3,0.57,85.14,6285,2016-03-05 13:48:21,load,2
4668,41.35,0.57,78.51,6285,2016-03-05 13:48:21,load,2
4669,41.37,0.58,91.83,6285,2016-03-05 13:48:21,load,2
4670,41.29,0.56,69.06,6285,2016-03-05 13:48:22,load,2
4671,41.27,0.58,94.92,6270,2016-03-05 13:48:22,load,2
4672,41.27,0.57,73.54,6270,2016-03-05 13:48:22,load,2
4673,41.31,0.57,91.35,6270,2016-03-05 13:48:23,load,2
4674,41.29,0.57,86.62,6261,2016-03-05 13:48:23,load,2
4675,41.31,0.58,81.27,6261,2016-03-05 13:48:23,load,2
4676,41.27,0.58,95.38,6261,2016-03-05 13:48:24,load,2
4677,41.25,0.56,76.72,6279,2016-03-05 13:48:24,load,2
4678,41.19,0.58,94.04,6279,2016-03-05 13:48:24,load,2
4679,41.19,0.57,83.02,6279,2016-03-05 13:48:25,load,2
4680,41.25,0.57,85.62,6279,2016-03-05 13:48:25,load,2
4681,41.27,0.58,93.01,6279,2016-03-05 13:48:26,load,2
4682,41.29,0.57,74.83,6291,2016-03-05 13:48:26,load,2
4683,41.25,0.58,93.87,6291,2016-03-05 13:48:26,load,2
4684,41.21,0.56,88.57,6291,2016-03-05 13:48:27,load,2
4685,41.21,0.57,88.77,6309,2016-03-05 13:48:27,load,2
4686,41.15,0.58,89.56,6309,2016-03-05 13:48:27,load,2
4687,41.19,0.57,75.6,6309,2016-03-05 13:48:28,load,2
4688,41.19,0.58,89.93,6312,2016-03-05 13:48:28,load,2
4689,41.25,0.56,70.46,6312,2016-03-05 13:48:28,load,2
4690,41.19,0.58,84.87,6312,2016-03-05 13:48:29,load,2
4691,41.17,0.57,81.81,6306,2016-03-05 13:48:29,load,2
4692,41.19,0.57,71.4,6306,2016-03-05 13:48:29,load,2
4693,41.29,0.58,90.63,6306,2016-03-05 13:48:30,load,2
4694,41.35,0.57,67.27,6309,2016-03-05 13:48:30,load,2
4695,41.4,0.58,90.43,6309,2016-03-05 13:48:31,load,2
4696,41.47,0.57,68.03,6303,2016-03-05 13:48:31,load,2
4697,41.55,0.57,87.17,6303,2016-03-05 13:48:31,load,2
4698,41.57,0.56,72.45,6303,2016-03-05 13:48:32,load,2
4699,41.54,0.57,81.13,6282,2016-03-05 13:48:32,load,2
4700,41.47,0.57,85.03,6282,2016-03-05 13:48:32,load,2
4701,41.47,0.56,70.66,6282,2016-03-05 13:48:33,load,2
4702,41.49,0.58,88.55,6291,2016-03-05 13:48:33,load,2
4703,41.46,0.56,63.88,6291,2016-03-05 13:48:33,load,2
4704,41.39,0.57,80.39,6291,2016-03-05 13:48:34,load,2
4705,41.39,0.58,75.77,6285,2016-03-05 13:48:34,load,2
4706,41.39,0.56,65.06,6285,2016-03-05 13:48:34,load,2
4707,41.38,0.57,79.28,6285,2016-03-05 13:48:35,load,2
4708,41.43,0.56,60.68,6291,2016-03-05 13:48:35,load,2
4709,41.53,0.58,79.3,6291,2016-03-05 13:48:36,load,2
4710,41.55,0.58,70.57,6276,2016-03-05 13:48:36,load,2
4711,41.56,0.57,69.82,6276,2016-03-05 13:48:36,load,2
4712,41.65,0.58,80.78,6276,2016-03-05 13:48:37,load,2
4713,41.71,0.57,66.76,6276,2016-03-05 13:48:37,load,2
4714,41.75,0.57,81.83,6276,2016-03-05 13:48:37,load,2
4715,41.75,0.58,77.72,6276,2016-03-05 13:48:38,load,2
4716,41.77,0.56,72.41,6261,2016-03-05 13:48:38,load,2
4717,41.71,0.58,86.8,6261,2016-03-05 13:48:38,load,2
4718,41.71,0.57,67.16,6261,2016-03-05 13:48:39,load,2
4719,41.65,0.57,82.6,6255,2016-03-05 13:48:39,load,2
4720,41.57,0.57,75.78,6255,2016-03-05 13:48:39,load,2
4721,41.57,0.57,66.78,6255,2016-03-05 13:48:40,load,2
4722,41.59,0.58,83.65,6261,2016-03-05 13:48:40,load,2
4723,41.65,0.56,61.88,6261,2016-03-05 13:48:41,load,2
4724,41.65,0.57,81.2,6261,2016-03-05 13:48:41,load,2
4725,41.65,0.57,70.94,6261,2016-03-05 13:48:41,load,2
4726,41.63,0.57,65.25,6261,2016-03-05 13:48:42,load,2
4727,41.59,0.58,76.28,6270,2016-03-05 13:48:42,load,2
4728,41.57,0.56,56.9,6270,2016-03-05 13:48:42,load,2
4729,41.57,0.58,77.31,6270,2016-03-05 13:48:43,load,2
4730,41.59,0.56,57.33,6267,2016-03-05 13:48:43,load,2
4731,41.63,0.56,71.18,6267,2016-03-05 13:48:43,load,2
4732,41.59,0.58,70.72,6267,2016-03-05 13:48:44,load,2
4733,41.65,0.56,57.31,6264,2016-03-05 13:48:44,load,2
4734,41.63,0.58,72.8,6264,2016-03-05 13:48:44,load,2
4735,41.65,0.57,59.74,6264,2016-03-05 13:48:45,load,2
4736,41.63,0.57,72.01,6255,2016-03-05 13:48:45,load,2
4737,41.71,0.58,73.28,6255,2016-03-05 13:48:46,load,2
4738,41.71,0.57,62.87,6267,2016-03-05 13:48:46,load,2
4739,41.67,0.58,77.61,6267,2016-03-05 13:48:46,load,2
4740,41.67,0.56,57.18,6267,2016-03-05 13:48:47,load,2
4741,41.67,0.58,73,6267,2016-03-05 13:48:47,load,2
4742,41.67,0.57,67.4,6267,2016-03-05 13:48:47,load,2
4743,41.73,0.57,63.02,6267,2016-03-05 13:48:48,load,2
4744,41.77,0.58,78.68,6282,2016-03-05 13:48:48,load,2
4745,41.75,0.56,55.28,6282,2016-03-05 13:48:48,load,2
4746,41.75,0.58,84.77,6282,2016-03-05 13:48:49,load,2
4747,41.75,0.56,69.98,6288,2016-03-05 13:48:49,load,2
4748,41.75,0.56,77.46,6288,2016-03-05 13:48:49,load,2
4749,41.75,0.58,86.91,6288,2016-03-05 13:48:50,load,2
4750,41.75,0.57,85.95,6300,2016-03-05 13:48:50,load,2
4751,41.75,0.44,98.53,6300,2016-03-05 13:48:51,load,2
4752,41.73,0.13,89.78,6243,2016-03-05 13:48:51,load,2
4753,41.67,0.03,84.9,6243,2016-03-05 13:48:51,load,2
4754,41.65,0.01,89.99,6243,2016-03-05 13:48:52,load,2
4755,41.65,0,92.29,5826,2016-03-05 13:48:52,load,2
4756,41.67,0,80.41,5826,2016-03-05 13:48:52,load,2
4757,41.73,0,65.12,5826,2016-03-05 13:48:53,load,2
4758,41.77,0,58.54,5031,2016-03-05 13:48:53,load,2
4759,41.81,0,62.87,5031,2016-03-05 13:48:53,load,2
4760,41.81,0,62.76,5031,2016-03-05 13:48:54,load,2
4761,41.83,0,56.02,3948,2016-03-05 13:48:54,load,2
4762,41.81,0,54.82,3948,2016-03-05 13:48:54,load,2
4763,41.81,0,57.55,3948,2016-03-05 13:48:55,load,2
4764,41.81,0,63.52,2691,2016-03-05 13:48:55,load,2
4765,41.81,0,62.3,2691,2016-03-05 13:48:55,load,2
4766,41.75,0,54.51,2691,2016-03-05 13:48:56,load,2
1256,32.63,2.85,0.48,2,2016-02-22 13:31:09,noload,3
1257,32.66,0.25,0.68,10,2016-02-22 13:31:11,noload,3
1258,32.55,0.25,0.44,13,2016-02-22 13:31:13,noload,3
1259,32.49,0.25,0.57,13,2016-02-22 13:31:15,noload,3
1260,32.57,0.25,0.63,13,2016-02-22 13:31:17,noload,3
1261,32.49,0.25,0.61,13,2016-02-22 13:31:19,noload,3
1262,32.39,0.25,0.33,13,2016-02-22 13:31:21,noload,3
1263,32.44,0.25,0.42,13,2016-02-22 13:31:23,noload,3
1264,32.4,0.25,0.72,13,2016-02-22 13:31:25,noload,3
1265,32.57,0.25,0.63,13,2016-02-22 13:31:27,noload,3
1266,32.59,0.25,0.63,13,2016-02-22 13:31:29,noload,3
1267,32.53,0.25,0.2,13,2016-02-22 13:31:31,noload,3
1268,32.6,0.25,0.46,13,2016-02-22 13:31:33,noload,3
1269,32.6,0.25,0.68,13,2016-02-22 13:31:35,noload,3
1270,32.52,0.25,0.68,13,2016-02-22 13:31:37,noload,3
1271,32.46,0.25,0.5,13,2016-02-22 13:31:39,noload,3
1272,32.37,0.25,0.22,13,2016-02-22 13:31:42,noload,3
1273,32.38,0.25,0.57,13,2016-02-22 13:31:44,noload,3
1274,32.52,0.25,0.59,13,2016-02-22 13:31:46,noload,3
1275,32.54,0.25,0.61,13,2016-02-22 13:31:48,noload,3
1276,32.5,0.25,0.66,13,2016-02-22 13:31:50,noload,3
1277,32.38,0.25,0.17,13,2016-02-22 13:31:52,noload,3
1278,32.36,0.25,0.7,13,2016-02-22 13:31:54,noload,3
1279,32.38,0.25,0.74,13,2016-02-22 13:31:56,noload,3
1280,32.24,0.25,0.46,13,2016-02-22 13:31:58,noload,3
1281,32.28,0.25,0.48,13,2016-02-22 13:32:00,noload,3
1282,32.17,0.25,0.48,13,2016-02-22 13:32:02,noload,3
1283,32.22,0.25,1.01,13,2016-02-22 13:32:04,noload,3
1284,32.33,0.25,0.39,13,2016-02-22 13:32:06,noload,3
1285,32.44,0.25,0.35,13,2016-02-22 13:32:08,noload,3
1286,32.42,0.25,0.72,13,2016-02-22 13:32:10,noload,3
1287,32.4,0.25,0.13,13,2016-02-22 13:32:12,noload,3
1288,32.32,0.25,0.57,13,2016-02-22 13:32:14,noload,3
1289,32.44,0.25,0.46,13,2016-02-22 13:32:17,noload,3
1290,32.45,0.25,0.66,13,2016-02-22 13:32:19,noload,3
1291,32.16,0.25,0.55,136,2016-02-22 13:33:00,noload,3
1292,32.06,0.25,0.46,136,2016-02-22 13:33:02,noload,3
1293,32.12,0.25,0.66,135,2016-02-22 13:33:04,noload,3
1294,31.96,0.25,0.17,136,2016-02-22 13:33:11,noload,3
1295,32.02,0.25,0.92,136,2016-02-22 13:33:13,noload,3
1296,32.18,0.25,0.17,134,2016-02-22 13:33:15,noload,3
1297,32.3,0.25,0.83,135,2016-02-22 13:33:17,noload,3
1298,32.32,0.25,0.31,135,2016-02-22 13:33:19,noload,3
1299,32.34,0.25,0.48,136,2016-02-22 13:33:21,noload,3
1300,32.27,0.25,0.68,136,2016-02-22 13:33:23,noload,3
1301,32.16,0.25,0.37,136,2016-02-22 13:33:25,noload,3
1302,32.19,0.25,0.57,135,2016-02-22 13:33:27,noload,3
1303,32.27,0.25,0.46,135,2016-02-22 13:33:29,noload,3
1304,32.13,0.25,0.81,135,2016-02-22 13:33:31,noload,3
1305,32.17,0.25,0.5,135,2016-02-22 13:33:33,noload,3
1306,32.02,0.25,0.31,135,2016-02-22 13:33:35,noload,3
1307,32,0.25,0.63,135,2016-02-22 13:33:37,noload,3
1308,31.95,0.25,0.9,135,2016-02-22 13:33:39,noload,3
1309,32.06,0.25,0.2,136,2016-02-22 13:33:41,noload,3
1310,32.02,0.25,0.53,136,2016-02-22 13:33:44,noload,3
1311,32.06,0.25,0.72,134,2016-02-22 13:33:46,noload,3
1312,32.14,0.25,0.31,135,2016-02-22 13:33:48,noload,3
1313,32.15,0.25,0.52,135,2016-02-22 13:33:50,noload,3
1314,32.18,0.25,0.57,135,2016-02-22 13:33:52,noload,3
1315,32.17,0.25,0.9,135,2016-02-22 13:33:54,noload,3
1316,32.15,0.25,0.59,135,2016-02-22 13:33:56,noload,3
1317,32.08,0.25,0.48,135,2016-02-22 13:33:58,noload,3
1318,32.12,0.25,0.52,135,2016-02-22 13:34:00,noload,3
1319,32.17,0.25,0.42,135,2016-02-22 13:34:02,noload,3
1320,32.12,0.25,0.77,136,2016-02-22 13:34:04,noload,3
1321,32.13,0.25,0.61,134,2016-02-22 13:34:06,noload,3
1322,32.13,0.25,0.39,136,2016-02-22 13:34:08,noload,3
1323,32.16,0.25,0.59,137,2016-02-22 13:34:10,noload,3
1324,32.11,0.25,0.7,137,2016-02-22 13:34:12,noload,3
1325,32.1,0.25,0.79,136,2016-02-22 13:34:14,noload,3
1326,32.11,0.25,0.31,135,2016-02-22 13:34:16,noload,3
1327,32.08,0.25,0.44,135,2016-02-22 13:34:19,noload,3
1328,32.03,0.25,0.77,135,2016-02-22 13:34:21,noload,3
1329,32.05,0.25,0.55,135,2016-02-22 13:34:23,noload,3
1330,31.98,0.25,0.5,135,2016-02-22 13:34:25,noload,3
1331,32.06,0.25,0.59,135,2016-02-22 13:34:27,noload,3
1332,31.9,0.25,0.42,135,2016-02-22 13:34:29,noload,3
1333,31.9,0.25,0.57,134,2016-02-22 13:34:31,noload,3
1334,31.89,0.25,0.92,136,2016-02-22 13:34:33,noload,3
1335,31.84,0.25,0.24,134,2016-02-22 13:34:35,noload,3
1336,31.78,0.25,0.5,135,2016-02-22 13:34:37,noload,3
1337,32.02,0.25,0.66,135,2016-02-22 13:34:39,noload,3
1338,31.88,0.25,0.66,135,2016-02-22 13:34:41,noload,3
1339,31.88,0.25,0.37,135,2016-02-22 13:34:43,noload,3
1340,31.87,0.25,0.31,135,2016-02-22 13:34:45,noload,3
1341,31.86,0.25,0.81,136,2016-02-22 13:34:47,noload,3
1342,31.89,0.25,0.7,134,2016-02-22 13:34:49,noload,3
1343,32.03,0.25,0.5,136,2016-02-22 13:34:51,noload,3
1344,32.04,0.25,0.55,134,2016-02-22 13:34:54,noload,3
1345,31.88,0.25,0.59,135,2016-02-22 13:34:56,noload,3
1346,31.9,0.25,0.59,135,2016-02-22 13:34:58,noload,3
1347,31.84,0.25,0.13,135,2016-02-22 13:35:00,noload,3
